latency
0.070783
0.051377
0.050835
0.051336
0.050205
0.036648
0.04231
0.058059
0.073118
0.070393
0.081123
0.061445
0.068509
0.068058
0.046117
0.069901
0.036829
0.056646
0.046558
0.033112
0.06382
0.056657
0.048271
0.056135
0.054723
0.062948
0.054643
0.055574
0.043632
0.079159
0.0637
0.055474
0.044554
0.031559
0.056065
0.053972
0.043562
0.053321
0.062979
0.040867
0.038673
0.044133
0.035757
0.06884
0.068178
0.042329
0.034916
0.035176
0.046989
0.045946
0.031469
0.03175
0.03215
0.030577
0.033613
0.028864
0.032762
0.031089
0.032351
0.030868
0.034525
0.038803
0.030457
0.039184
0.054552
0.032271
0.036638
0.044454
0.031619
0.054292
0.033863
0.039734
0.042901
0.039674
0.052729
0.036468
0.038592
0.035777
0.038522
0.031729
0.039204
0.039204
0.043141
0.034344
0.035447
0.037761
0.038052
0.057498
0.033643
0.05347
0.037149
0.034214
0.043913
0.039885
0.031479
0.038392
0.034044
0.039665
0.040245
0.050094
0.039234
0.039094
0.035637
0.03743
0.056476
0.032892
0.043592
0.034174
0.050685
0.035717
0.031218
0.045045
0.037861
0.03754
0.044554
0.039524
0.035737
0.038793
0.036308
0.048311
0.037501
0.04293
0.044143
0.036649
0.059732
0.033573
0.039805
0.043201
0.051938
0.053631
0.039494
0.040827
0.044243
0.045215
0.040406
0.040185
0.039414
0.048471
0.04765
0.038513
0.032371
0.040396
0.041327
0.038983
0.055665
0.039434
0.039585
0.039374
0.048511
0.060424
0.038252
0.033723
0.046738
0.038442
0.040426
0.040146
0.036018
0.039744
0.041918
0.03734
0.030708
0.044444
0.038001
0.034775
0.038732
0.038663
0.036729
0.038111
0.055083
0.0692
0.038052
0.038603
0.039344
0.037861
0.057177
0.039334
0.045375
0.045816
0.03749
0.040075
0.032731
0.039625
0.034755
0.035787
0.038542
0.043432
0.032181
0.038963
0.059522
0.057508
0.042239
0.036869
0.052088
0.054452
0.04787
0.039193
0.041628
0.030608
0.040436
0.031279
0.035357
0.041087
0.03146
0.04806
0.033473
0.052649
0.03771
0.037892
0.06405
0.061095
0.042039
0.048381
0.038432
0.04239
0.039294
0.036789
0.043762
0.038452
0.038583
0.045596
0.043672
0.054713
0.041989
0.035847
0.056466
0.041758
0.039695
0.055935
0.055254
0.055234
0.056116
0.070141
0.041859
0.039425
0.063128
0.03756
0.036759
0.034274
0.037771
