rust:event_dispatching,erlang:port_receive,port:message_queue_len,erlang:msg_byte_size,erlang:binary_to_term,chalk_pipeline:flush/0,erlang:term_to_binary,erlang:msg_byte_size,erlang:port_command
0.017593,0.093366,0,76,0.00519,0.001182,0.199596,784,0.011392
0.015079,0.091572,0,76,0.00518,0.001172,0.195569,784,0.012012
0.012934,0.086503,0,76,0.004659,0.001032,0.189267,784,0.011962
0.014518,0.083788,0,76,0.004648,0.001072,0.197433,784,0.011241
0.014407,0.097103,0,76,0.00529,0.001152,0.22789,784,0.012463
0.012814,0.096292,0,76,0.00526,0.001162,0.218392,784,0.013806
0.014347,0.08475,0,76,0.004338,0.001022,0.220576,784,0.013305
0.014357,0.086863,0,76,0.00521,0.001152,0.216358,784,0.012153
0.012754,0.090992,0,76,0.00521,0.001152,0.227679,784,0.012564
0.014898,0.078808,0,76,0.0053,0.001082,0.215657,784,0.012844
0.014136,0.145494,0,76,0.00508,0.001122,0.212851,784,0.012384
0.012755,0.065473,0,76,0.004659,0.000971,0.210427,784,0.013486
0.014347,0.087975,0,76,0.00507,0.001102,0.213032,784,0.013325
0.015039,0.087244,0,76,0.005039,0.001153,0.212861,784,0.012704
0.014648,0.101762,0,76,0.00529,0.001152,0.216037,784,0.013596
0.014207,0.088066,0,76,0.047168,0.001303,0.223311,784,0.013135
0.014307,0.085441,0,76,0.005099,0.001172,0.224854,784,0.012895
0.014397,0.101351,0,76,0.00507,0.001122,0.207611,784,0.013656
0.012854,0.082095,0,76,0.005049,0.001082,0.231116,784,0.015289
0.014467,0.091443,0,76,0.004628,0.001022,0.191551,784,0.011843
0.013836,0.09556,0,76,0.00517,0.001132,0.208363,784,0.013526
0.015028,0.086063,0,76,0.005099,0.001142,0.211429,784,0.013596
0.014587,0.090591,0,76,0.004599,0.001031,0.191041,784,0.012423
0.011131,0.080381,0,76,0.00533,0.001122,0.212811,784,0.014227
0.014607,0.097794,0,76,0.0052,0.001152,0.21712,784,0.013716
0.014558,0.087154,0,76,0.00523,0.001192,0.212901,784,0.013215
0.015559,0.203053,0,76,0.006462,0.001453,0.225054,784,0.013455
0.014618,0.087645,0,76,0.004859,0.001102,0.214825,784,0.012434
0.013976,0.108695,0,76,0.00528,0.001162,0.210407,784,0.012343
0.012724,0.074851,0,76,0.00518,0.001021,0.212561,784,0.013045
0.022182,0.221146,0,76,0.00482,0.000971,0.192463,784,0.012704
0.014517,0.087184,0,76,0.006112,0.001413,0.21763,784,0.013465
0.015229,0.09596,0,76,0.005501,0.001102,0.21237,784,0.013506
0.016331,0.071915,0,76,0.004529,0.001022,0.209064,784,0.012874
0.01628,0.076374,0,76,0.004469,0.001002,0.204876,784,0.013175
0.01591,0.088647,0,76,0.004719,0.001102,0.191511,784,0.012323
0.017543,0.07925,0,76,0.044584,0.001222,0.211078,784,0.013496
0.014147,0.086944,0,76,0.0052,0.001272,0.247156,784,0.013005
0.01574,0.295126,0,76,0.00514,0.001132,0.213773,784,0.012965
0.016742,0.101651,0,76,0.018315,0.001192,0.221027,784,0.013235
0.01608,0.213633,0,76,0.00525,0.001192,0.218272,784,0.013505
0.016171,0.103294,0,76,0.00509,0.001182,0.214394,784,0.013766
0.012965,0.091202,0,76,0.00521,0.001182,0.224313,784,0.013175
0.014327,0.088407,0,76,0.005741,0.001152,0.223471,784,0.013666
0.013114,0.091453,0,76,0.00532,0.001122,0.210577,784,0.012133
0.014948,0.092234,0,76,0.00519,0.001182,0.216388,784,0.012524
0.014347,0.086994,0,76,0.0052,0.001132,0.210948,784,0.012664
0.014658,0.098175,0,76,0.00523,0.001172,0.239932,784,0.013596
0.014317,0.160012,0,76,0.004508,0.000882,0.186622,784,0.011602
0.014157,0.086583,0,76,0.00534,0.001112,0.213362,784,0.013215
0.014548,0.086583,0,76,0.005129,0.001103,0.210697,784,0.013094
0.014638,0.093406,0,76,0.005189,0.001122,0.209506,784,0.012844
0.014648,0.091001,0,76,0.00526,0.001102,0.211539,784,0.012614
0.014347,0.086954,0,76,0.00505,0.001252,0.210607,784,0.013085
0.017664,0.10656,0,76,0.013265,0.003076,0.330313,784,0.016792
0.015159,0.117922,0,76,0.012644,0.002705,0.271051,784,0.017733
0.015439,0.118363,0,76,0.010931,0.002043,0.304264,784,0.01596
0.015559,0.101502,0,76,0.009898,0.001583,0.297241,784,0.014738
0.01582,0.068789,0,76,0.006011,0.001022,0.194898,784,0.011472
0.014508,0.087324,0,76,0.005621,0.001142,0.237628,784,0.012944
0.014627,0.083828,0,76,0.00498,0.001012,0.194376,784,0.011372
0.015028,0.081213,0,76,0.004909,0.000992,0.191782,784,0.011151
0.014397,0.088256,0,76,0.004659,0.001022,0.203103,784,0.011802
0.014678,0.08493,0,76,0.005079,0.001103,0.222559,784,0.013476
0.014036,0.197653,0,76,0.004879,0.001012,0.190489,784,0.012123
0.014417,0.093776,0,76,0.005521,0.001262,0.212381,784,0.013205
0.014707,0.087275,0,76,0.00513,0.001092,0.211759,784,0.012664
0.014678,0.082665,0,76,0.004739,0.001002,0.208974,784,0.012714
0.014558,0.085851,0,76,0.00524,0.001142,0.221097,784,0.013716
0.033543,0.093065,0,76,0.005601,0.001382,0.224724,784,0.013816
0.014247,0.061045,0,76,0.004438,0.000942,0.182314,784,0.011281
0.014507,0.098155,0,76,0.006712,0.001533,0.226377,784,0.013806
0.013937,0.087464,0,76,0.005571,0.001142,0.214104,784,0.013856
0.013956,0.083558,0,76,0.0052,0.001122,0.2121,784,0.012984
0.013877,0.083797,0,76,0.0051,0.001142,0.209625,784,0.013596
0.013986,0.067858,0,76,0.00534,0.001182,0.204396,784,0.012834
0.013866,0.065103,0,76,0.004518,0.000982,0.241185,784,0.012724
0.013516,0.10116,0,76,0.00535,0.001183,0.226517,784,0.013164
0.014137,0.085351,0,76,0.00512,0.001162,0.213051,784,0.014277
0.014007,0.20682,0,76,0.00534,0.001122,0.226887,784,0.013175
0.013987,0.213492,0,76,0.006212,0.001172,0.253518,784,0.016601
0.014507,0.171343,0,76,0.007574,0.001122,0.211429,784,0.013225
0.014047,0.081353,0,76,0.00544,0.001112,0.251785,784,0.012323
0.013876,0.087966,0,76,0.00568,0.001042,0.213513,784,0.013255
0.013756,0.086743,0,76,0.005731,0.001112,0.211829,784,0.013446
0.014187,0.094357,0,76,0.005501,0.001172,0.210878,784,0.013265
0.013887,0.09056,0,76,0.00513,0.001152,0.219664,784,0.013606
0.014106,0.068109,0,76,0.0053,0.000991,0.203685,784,0.013425
0.013986,0.085321,0,76,0.0054,0.001052,0.216789,784,0.012504
0.013856,0.094969,0,76,0.005661,0.001082,0.21216,784,0.013906
0.013826,0.085822,0,76,0.00549,0.001092,0.212932,784,0.012373
0.014507,0.173988,0,76,0.00544,0.001223,0.211598,784,0.012153
0.014046,0.096772,0,76,0.005892,0.001122,0.291569,784,0.012143
0.014117,0.064832,0,76,0.004499,0.000931,0.194507,784,0.013546
0.014397,0.085721,0,76,0.00533,0.001112,0.209455,784,0.012544
0.014527,0.090961,0,76,0.00533,0.001102,0.212231,784,0.013655
0.013716,0.086282,0,76,0.00538,0.001112,0.252186,784,0.013085
0.013505,0.081243,0,76,0.00502,0.000982,0.206369,784,0.021941
0.014017,0.083687,0,76,0.00502,0.001142,0.245032,784,0.014207
0.014026,0.073318,0,76,0.005461,0.001172,0.223391,784,0.012494
0.013555,0.171954,0,76,0.006352,0.001123,0.236165,784,0.014437
0.014146,0.08469,0,76,0.005881,0.001152,0.214825,784,0.012514
0.014177,0.092364,0,76,0.006112,0.001182,0.252566,784,0.013375
0.013866,0.097273,0,76,0.005981,0.001383,0.219484,784,0.013796
0.014317,0.072256,0,76,0.005591,0.001222,0.216448,784,0.013716
0.014677,0.082235,0,76,0.008266,0.001713,0.272865,784,0.015889
0.014607,0.092956,0,76,0.006923,0.001823,0.250953,784,0.016561
0.014949,0.091051,0,76,0.007114,0.001332,0.223922,784,0.014097
0.014468,0.093055,0,76,0.005721,0.001202,0.230605,784,0.013556
0.014287,0.09541,0,76,0.005821,0.001132,0.252156,784,0.014086
0.014007,0.231686,0,76,0.005521,0.001112,0.215877,784,0.013034
0.013896,0.096302,0,76,0.00562,0.001323,0.2227,784,0.012854
0.014006,0.083107,0,76,0.00528,0.001012,0.193936,784,0.01102
0.016922,0.108464,0,76,0.013455,0.002876,0.313992,784,0.021681
0.015108,0.098055,0,76,0.012113,0.002775,0.304524,784,0.017323
0.014647,0.089389,0,76,0.007894,0.001533,0.249972,784,0.013655
0.014848,0.076373,0,76,0.008336,0.001743,0.221949,784,0.014167
0.014107,0.083247,0,76,0.00574,0.001173,0.210547,784,0.011852
0.014186,0.087736,0,76,0.005801,0.001222,0.195048,784,0.012774
0.014458,0.083517,0,76,0.006382,0.001022,0.193966,784,0.013054
0.014217,0.086583,0,76,0.005801,0.001142,0.242918,784,0.014207
0.013916,0.096592,0,76,0.005981,0.001173,0.294124,784,0.012694
0.014167,0.149963,0,76,0.006031,0.001162,0.220476,784,0.014277
0.014217,0.086703,0,76,0.005691,0.001142,0.214525,784,0.014146
0.014127,0.063459,0,76,0.00487,0.000931,0.185109,784,0.013526
0.013926,0.082255,0,76,0.00534,0.001012,0.224223,784,0.016101
0.014147,0.085882,0,76,0.006212,0.001182,0.226387,784,0.014287
0.013856,0.216768,0,76,0.00507,0.001042,0.210988,784,0.01604
0.01551,0.09563,0,76,0.012573,0.002635,0.283375,784,0.018775
0.014237,0.087194,0,76,0.006392,0.001363,0.226737,784,0.013726
0.014327,0.087214,0,76,0.00533,0.001042,0.198334,784,0.013405
0.014137,0.08496,0,76,0.011922,0.001183,0.213152,784,0.014347
0.014197,0.061175,0,76,0.00519,0.000972,0.20169,784,0.013867
0.013947,0.109045,0,76,0.009869,0.001743,0.255201,784,0.013235
0.014527,0.096512,0,76,0.006172,0.001162,0.266913,784,0.014377
0.013886,0.085161,0,76,0.005109,0.000992,0.209726,784,0.012183
0.014106,0.062929,0,76,0.00505,0.000941,0.188776,784,0.013676
0.014076,0.080762,0,76,0.005401,0.001021,0.206299,784,0.012233
0.014126,0.245723,0,76,0.005581,0.001132,0.215246,784,0.013485
0.014087,0.060704,0,76,0.004589,0.000952,0.18597,784,0.011572
0.014277,0.085621,0,76,0.00547,0.001112,0.22776,784,0.013976
0.013746,0.085701,0,76,0.0054,0.001142,0.215887,784,0.013786
0.013856,0.086934,0,76,0.005871,0.001152,0.213323,784,0.014347
0.014738,0.091783,0,76,0.0056,0.001102,0.212661,784,0.014017
0.013846,0.10112,0,76,0.005601,0.001182,0.240834,784,0.01568
0.013866,0.065123,0,76,0.004949,0.001022,0.201771,784,0.013435
0.014447,0.09536,0,76,0.006312,0.001172,0.218933,784,0.014287
0.014286,0.09537,0,76,0.005931,0.001173,0.212841,784,0.014587
0.015078,0.097454,0,76,0.00565,0.001193,0.225615,784,0.01564
0.014848,0.197572,0,76,0.005931,0.001223,0.227328,784,0.014307
0.014557,0.083398,0,76,0.006241,0.001333,0.250021,784,0.015399
0.014728,0.068338,0,76,0.00503,0.001042,0.214935,784,0.014157
0.014517,0.092575,0,76,0.00525,0.001172,0.218993,784,0.013896
0.014257,0.08501,0,76,0.00513,0.001142,0.213372,784,0.013435
0.014137,0.084409,0,76,0.00542,0.001183,0.262014,784,0.014226
0.014127,0.094948,0,76,0.00524,0.001153,0.21238,784,0.026179
0.014197,0.071875,0,76,0.00518,0.001102,0.208022,784,0.014507
0.014267,0.085892,0,76,0.00519,0.001122,0.225595,784,0.013666
0.014146,0.096031,0,76,0.00518,0.001152,0.209445,784,0.013556
0.014117,0.085711,0,76,0.00515,0.001112,0.211649,784,0.014407
0.014277,0.097654,0,76,0.00545,0.001593,0.257857,784,0.036689
0.014007,0.090721,0,76,0.005289,0.001103,0.227519,784,0.015549
0.014347,0.072056,0,76,0.00547,0.001232,0.239361,784,0.01592
0.013906,0.09008,0,76,0.0052,0.001483,0.211899,784,0.014989
0.014407,0.086763,0,76,0.005731,0.001403,0.216198,784,0.014878
0.014117,0.089398,0,76,0.00502,0.001102,0.210717,784,0.013856
0.014137,0.094167,0,76,0.026611,0.001162,0.20702,784,0.014668
0.014016,0.093396,0,76,0.00507,0.001152,0.244381,784,0.015529
0.013726,0.200377,0,76,0.00531,0.001203,0.211418,784,0.014087
0.014127,0.087064,0,76,0.004999,0.001112,0.21176,784,0.014327
0.014177,0.103836,0,76,0.005029,0.001132,0.208323,784,0.013626
0.014226,0.084971,0,76,0.005229,0.001103,0.212109,784,0.014448
0.014036,0.088166,0,76,0.005471,0.001202,0.221638,784,0.014978
0.017463,0.120517,0,76,0.013706,0.002805,0.375698,784,0.022302
0.01573,0.091452,0,76,0.011502,0.002675,0.243389,784,0.018074
0.014688,0.085671,0,76,0.056847,0.002986,0.205187,784,0.013535
0.014718,0.150544,0,76,0.010369,0.002004,0.208613,784,0.012965
0.014327,0.084729,0,76,0.005631,0.001202,0.218412,784,0.013195
0.014207,0.087355,0,76,0.004628,0.001032,0.197733,784,0.012694
0.014357,0.176272,0,76,0.00528,0.001182,0.235915,784,0.012975
0.014378,0.0639,0,76,0.004659,0.000881,0.183787,784,0.011902
0.014087,0.086252,0,76,0.00535,0.001193,0.218942,784,0.013666
0.014117,0.098746,0,76,0.005139,0.001133,0.208042,784,0.013886
0.014016,0.081263,0,76,0.004719,0.001022,0.19089,784,0.012614
0.014067,0.081032,0,76,0.004769,0.001082,0.193044,784,0.012704
0.014217,0.086633,0,76,0.00552,0.001172,0.230856,784,0.013676
0.014147,0.068349,0,76,0.00534,0.001182,0.216278,784,0.014157
0.014077,0.087204,0,76,0.00523,0.001202,0.240885,784,0.015048
0.014337,0.096021,0,76,0.00555,0.001302,0.214314,784,0.013887
0.014066,0.090972,0,76,0.00523,0.001152,0.215366,784,0.013876
0.014176,0.125948,0,76,0.005039,0.001152,0.210117,784,0.013455
0.014377,0.086493,0,76,0.00522,0.001142,0.212982,784,0.023083
0.013896,0.066175,0,76,0.004519,0.000991,0.199827,784,0.013716
0.014046,0.135646,0,76,0.005009,0.001122,0.210908,784,0.013696
0.014197,0.082525,0,76,0.004539,0.001012,0.189858,784,0.013095
0.014126,0.093447,0,76,0.005069,0.001102,0.210197,784,0.014206
0.014227,0.183376,0,76,0.04792,0.001152,0.21738,784,0.013866
0.013986,0.080101,0,76,0.0052,0.001182,0.222199,784,0.014918
0.014187,0.067537,0,76,0.004939,0.001052,0.22242,784,0.013565
0.014227,0.094168,0,76,0.005149,0.001183,0.219564,784,0.013585
0.014297,0.061236,0,76,0.004478,0.000992,0.198795,784,0.013095
0.014027,0.089589,0,76,0.00556,0.001172,0.212962,784,0.013946
0.014217,0.108725,0,76,0.004579,0.001012,0.189827,784,0.012835
0.014046,0.100439,0,76,0.005411,0.001122,0.264529,784,0.013986
0.014307,0.068439,0,76,0.004989,0.000952,0.205337,784,0.014337
0.014237,0.068759,0,76,0.007424,0.001583,0.246275,784,0.015429
0.014598,0.088156,0,76,0.00562,0.001693,0.220917,784,0.015389
0.014136,0.091142,0,76,0.00515,0.001172,0.212781,784,0.013776
0.015549,0.105719,0,76,0.007655,0.001523,0.294635,784,0.016842
0.014838,0.246846,0,76,0.007063,0.001342,0.210277,784,0.012654
0.014147,0.06416,0,76,0.00519,0.001182,0.212161,784,0.014106
0.014027,0.237077,0,76,0.006442,0.001332,0.221358,784,0.014256
0.014457,0.085291,0,76,0.00554,0.001423,0.211809,784,0.014027
0.014236,0.098206,0,76,0.00541,0.001182,0.210136,784,0.014638
0.014086,0.253719,0,76,0.00537,0.001152,0.209816,784,0.013645
0.024286,0.065924,0,76,0.004629,0.001172,0.20185,784,0.014528
0.014026,0.097133,0,76,0.005421,0.001182,0.218091,784,0.014968
0.013956,0.069481,0,76,0.052409,0.001021,0.200759,784,0.013746
0.014127,0.222549,0,76,0.00508,0.001122,0.235614,784,0.013826
0.014747,0.091833,0,76,0.00526,0.001183,0.227879,784,0.0156
0.014267,0.060504,0,76,0.014177,0.000922,0.182283,784,0.012664
0.014187,0.056226,0,76,0.004709,0.001002,0.193244,784,0.014698
0.014207,0.086303,0,76,0.00524,0.001132,0.212009,784,0.013586
0.014047,0.098846,0,76,0.00537,0.001112,0.225044,784,0.014017
0.014207,0.086343,0,76,0.00535,0.001152,0.221658,784,0.014367
0.014087,0.093697,0,76,0.00532,0.001132,0.2122,784,0.013836
0.014447,0.099538,0,76,0.008656,0.001753,0.266774,784,0.018094
0.014137,0.065734,0,76,0.004779,0.001052,0.200728,784,0.013786
0.013947,0.096572,0,76,0.0053,0.001172,0.252506,784,0.013646
0.014107,0.084298,0,76,0.005571,0.001112,0.211238,784,0.014087
0.014227,0.394414,0,76,0.005089,0.001102,0.211309,784,0.013826
0.013766,0.087575,0,76,0.00542,0.001182,0.213893,784,0.014778
0.01581,0.115127,0,76,0.012964,0.003006,0.291399,784,0.020709
0.017112,0.117111,0,76,0.015208,0.003577,0.321707,784,0.016761
0.016692,0.101541,0,76,0.011642,0.002635,0.247317,784,0.014567
0.014197,0.229312,0,76,0.007775,0.001382,0.216138,784,0.012654
0.014497,0.083277,0,76,0.005941,0.001173,0.199927,784,0.012443
0.014597,0.088477,0,76,0.00522,0.001072,0.235033,784,0.013035
0.01582,0.091833,0,76,0.008766,0.001533,0.235364,784,0.015059
0.014287,0.068048,0,76,0.005741,0.001132,0.232449,784,0.013635
0.014317,0.373053,0,76,0.007955,0.001723,0.240624,784,0.016521
0.014808,0.091272,0,76,0.005621,0.001032,0.20183,784,0.012804
0.014307,0.080712,0,76,0.00529,0.001052,0.199947,784,0.013235
0.014206,0.082806,0,76,0.00489,0.001062,0.212079,784,0.013005
0.014267,0.072437,0,76,0.005149,0.001152,0.22781,784,0.011542
0.014196,0.065163,0,76,0.00503,0.001032,0.21235,784,0.014127
0.014127,0.080482,0,76,0.005009,0.001062,0.189107,784,0.012022
0.014257,0.090901,0,76,0.005741,0.001172,0.223552,784,0.013966
0.014267,0.088217,0,76,0.006923,0.001272,0.232709,784,0.014507
0.014046,0.085481,0,76,0.005621,0.001112,0.216238,784,0.014547
0.014447,0.322919,0,76,0.008095,0.001403,0.250041,784,0.013756
0.014097,0.09061,0,76,0.004709,0.001042,0.189167,784,0.012814
0.014156,0.085031,0,76,0.005239,0.001163,0.211348,784,0.013586
0.014057,0.0956,0,76,0.00524,0.001152,0.216278,784,0.014227
0.014447,0.12223,0,76,0.00531,0.001162,0.217551,784,0.014467
0.014247,0.094879,0,76,0.008596,0.001814,0.243128,784,0.016361
0.014046,0.078338,0,76,0.006051,0.001203,0.208753,784,0.013676
0.014157,0.082295,0,76,0.006081,0.001012,0.237628,784,0.012584
0.014147,0.084409,0,76,0.006392,0.001122,0.213472,784,0.012614
0.014337,0.083287,0,76,0.006101,0.001052,0.196411,784,0.012894
0.014086,0.085541,0,76,0.006362,0.001112,0.227259,784,0.014347
0.014116,0.08507,0,76,0.006242,0.001233,0.212881,784,0.013786
0.014227,0.159039,0,76,0.006102,0.001292,0.215186,784,0.014598
0.014327,0.083197,0,76,0.005991,0.001063,0.210807,784,0.012914
0.014137,0.209445,0,76,0.00542,0.001022,0.193915,784,0.012745
0.014066,0.210417,0,76,0.005801,0.001011,0.197503,784,0.012844
0.014628,0.10642,0,76,0.007805,0.001833,0.233781,784,0.016842
0.014187,0.157306,0,76,0.013496,0.002665,0.299555,784,0.020999
0.014938,0.112482,0,76,0.012544,0.002785,0.253298,784,0.017834
0.014137,0.069511,0,76,0.006612,0.000992,0.221528,784,0.014858
0.013987,0.094518,0,76,0.006352,0.001132,0.214825,784,0.014307
0.014066,0.093847,0,76,0.006512,0.001113,0.218141,784,0.015088
0.014127,0.0848,0,76,0.006191,0.001122,0.215036,784,0.013646
0.014237,0.109066,0,76,0.009307,0.001523,0.23859,784,0.017333
0.015419,0.131338,0,76,0.012914,0.002625,0.256353,784,0.019167
0.014156,0.069842,0,76,0.006181,0.001233,0.218562,784,0.014307
0.014197,0.078328,0,76,0.006432,0.001242,0.229332,784,0.013476
0.014006,0.364267,0,76,0.006642,0.001162,0.276472,784,0.013786
0.014958,0.096442,0,76,0.007674,0.001413,0.231577,784,0.029525
0.013956,0.09549,0,76,0.006643,0.001212,0.263747,784,0.016041
0.014067,0.10617,0,76,0.005931,0.001142,0.223291,784,0.014217
0.014167,0.088557,0,76,0.006913,0.001522,0.219093,784,0.013877
0.014106,0.087996,0,76,0.006242,0.001433,0.221457,784,0.014848
0.014187,0.087104,0,76,0.006031,0.001142,0.210678,784,0.033152
0.014517,0.096582,0,76,0.006983,0.001113,0.220024,784,0.014077
0.014017,0.100078,0,76,0.007484,0.001343,0.295848,784,0.012824
0.014277,0.06922,0,76,0.005771,0.000962,0.207521,784,0.013846
0.013986,0.095801,0,76,0.006122,0.001312,0.21243,784,0.013756
0.014066,0.087996,0,76,0.006643,0.000971,0.197894,784,0.012653
0.014167,0.133411,0,76,0.034656,0.001282,0.214034,784,0.013856
0.014217,0.086202,0,76,0.006272,0.001102,0.244872,784,0.016
0.026149,0.106741,0,76,0.012343,0.002465,0.281,784,0.019296
0.015309,0.123182,0,76,0.013336,0.002504,0.294536,784,0.020959
0.017242,0.109206,0,76,0.013456,0.002635,0.32895,784,0.019767
0.016852,0.110889,0,76,0.012363,0.002024,0.258858,784,0.016992
0.015018,0.085081,0,76,0.006642,0.001383,0.206178,784,0.013867
0.014778,0.183836,0,76,0.007054,0.001332,0.234272,784,0.013786
0.014528,0.088066,0,76,0.006743,0.001733,0.221057,784,0.014577
0.014097,0.083828,0,76,0.057358,0.002284,0.249561,784,0.016721
0.014227,0.094047,0,76,0.009348,0.001423,0.243419,784,0.015028
0.014116,0.082285,0,76,0.005831,0.000982,0.190139,784,0.012303
0.014197,0.063119,0,76,0.004869,0.000911,0.196842,784,0.013565
0.014367,0.080151,0,76,0.005881,0.001012,0.194116,784,0.013085
0.014297,0.086383,0,76,0.005821,0.001262,0.214324,784,0.014838
0.014157,0.083217,0,76,0.00531,0.001012,0.192403,784,0.012643
0.013796,0.092033,0,76,0.005861,0.001072,0.194978,784,0.013135
0.013796,0.091142,0,76,0.006242,0.001112,0.214404,784,0.014017
0.014207,0.18084,0,76,0.005621,0.001062,0.191661,784,0.013416
0.014076,0.093396,0,76,0.006552,0.001183,0.220876,784,0.014858
0.014217,0.082826,0,76,0.005681,0.001142,0.201139,784,0.012914
0.013826,0.084089,0,76,0.005881,0.001122,0.240774,784,0.013796
0.014017,0.080571,0,76,0.00531,0.001012,0.19053,784,0.012954
0.014267,0.085371,0,76,0.00539,0.001152,0.220997,784,0.014066
0.014036,0.067367,0,76,0.00543,0.001052,0.211599,784,0.014828
0.014197,0.086092,0,76,0.005871,0.001112,0.213933,784,0.013426
0.014077,0.06385,0,76,0.004889,0.001012,0.184628,784,0.012103
0.014307,0.085801,0,76,0.005982,0.001192,0.212781,784,0.014648
0.014166,0.176062,0,76,0.004879,0.000942,0.187734,784,0.012854
0.014246,0.06897,0,76,0.00504,0.001002,0.205317,784,0.012794
0.014257,0.210116,0,76,0.051858,0.001142,0.217901,784,0.014126
0.014066,0.066105,0,76,0.00561,0.000982,0.208413,784,0.014277
0.013926,0.066876,0,76,0.00545,0.001052,0.186713,784,0.013375
0.013956,0.08488,0,76,0.006021,0.001193,0.235754,784,0.013866
0.011753,0.079119,0,76,0.00557,0.001112,0.21202,784,0.014538
0.014227,0.081283,0,76,0.00523,0.000991,0.199396,784,0.014408
0.014186,0.202833,0,76,0.013084,0.001122,0.214024,784,0.014087
0.014428,0.093726,0,76,0.007665,0.001292,0.230525,784,0.015429
0.014357,0.068389,0,76,0.005139,0.001002,0.204416,784,0.013325
0.014698,0.086543,0,76,0.006091,0.001182,0.247517,784,0.015119
0.014337,0.093316,0,76,0.005871,0.001152,0.222039,784,0.013425
0.014076,0.090842,0,76,0.00567,0.001132,0.214665,784,0.013976
0.014216,0.087676,0,76,0.006592,0.001222,0.242457,784,0.014618
0.013917,0.061505,0,76,0.014087,0.001042,0.256634,784,0.012233
0.014338,0.06906,0,76,0.005199,0.000972,0.212982,784,0.015559
0.014617,0.093547,0,76,0.005741,0.001092,0.205838,784,0.013846
0.014488,0.231296,0,76,0.006803,0.001342,0.253468,784,0.016982
0.014507,0.207531,0,76,0.005761,0.001623,0.218472,784,0.013375
0.014097,0.199075,0,76,0.005681,0.001112,0.219764,784,0.013866
0.014437,0.200077,0,76,0.006572,0.001373,0.262385,784,0.013505
0.014307,0.069841,0,76,0.00534,0.001042,0.219915,784,0.014547
0.014567,0.08475,0,76,0.0586,0.001423,0.202933,784,0.013004
0.014187,0.082595,0,76,0.00519,0.001012,0.21189,784,0.014236
0.014197,0.115858,0,76,0.00552,0.001002,0.201971,784,0.014518
0.013967,0.214173,0,76,0.006472,0.001283,0.223561,784,0.018716
0.014307,0.070954,0,76,0.005771,0.001302,0.21231,784,0.013867
0.013786,0.086493,0,76,0.006302,0.001152,0.211489,784,0.014828
0.013986,0.086463,0,76,0.005751,0.001252,0.214104,784,0.013996
0.013957,0.063169,0,76,0.005049,0.001042,0.193625,784,0.012103
0.014177,0.088276,0,76,0.006202,0.001112,0.214444,784,0.014758
0.01559,0.103495,0,76,0.005821,0.001292,0.232529,784,0.014307
0.014287,0.075012,0,76,0.005029,0.001062,0.205157,784,0.014107
0.013576,0.085351,0,76,0.005961,0.001343,0.215205,784,0.014277
0.014517,0.112893,0,76,0.012774,0.002314,0.295568,784,0.018645
0.018104,0.113734,0,76,0.014818,0.003136,0.337086,784,0.017683
0.017052,0.110559,0,76,0.012614,0.002935,0.263527,784,0.017052
0.014838,0.087755,0,76,0.007845,0.001223,0.220435,784,0.012714
0.014597,0.086253,0,76,0.006923,0.001192,0.209255,784,0.012614
0.014077,0.083127,0,76,0.00557,0.001202,0.202121,784,0.012294
0.013947,0.084359,0,76,0.00573,0.001093,0.194857,784,0.012213
0.014127,0.091012,0,76,0.006271,0.001553,0.205348,784,0.015669
0.01564,0.173477,0,76,0.013004,0.002525,0.278175,784,0.019947
0.014717,0.083788,0,76,0.060073,0.001854,0.250121,784,0.015189
0.014186,0.062668,0,76,0.006412,0.001163,0.197552,784,0.012103
0.014447,0.111571,0,76,0.012383,0.002936,0.266312,784,0.018695
0.014989,0.09065,0,76,0.012123,0.002665,0.276802,784,0.018565
0.014327,0.089519,0,76,0.006412,0.000972,0.204325,784,0.013065
0.014277,0.087665,0,76,0.006412,0.001383,0.226587,784,0.013826
0.014417,0.067397,0,76,0.00548,0.001012,0.187914,784,0.013025
0.014307,0.069982,0,76,0.006051,0.001062,0.196952,784,0.018625
0.014237,0.080812,0,76,0.005751,0.001102,0.215827,784,0.014497
0.014127,0.081984,0,76,0.006072,0.001232,0.205397,784,0.013496
0.014968,0.0899,0,76,0.006241,0.001062,0.199897,784,0.012794
0.014347,0.067006,0,76,0.005461,0.001021,0.204296,784,0.014026
0.014036,0.064873,0,76,0.00542,0.001092,0.21214,784,0.013215
0.014558,0.081012,0,76,0.00534,0.001012,0.20127,784,0.013475
0.014117,0.083127,0,76,0.00527,0.000971,0.199146,784,0.012544
0.013886,0.084639,0,76,0.005931,0.001113,0.217279,784,0.014177
0.014157,0.085942,0,76,0.006001,0.001113,0.219754,784,0.014127
0.014157,0.086984,0,76,0.005881,0.001122,0.215476,784,0.013796
0.014067,0.069631,0,76,0.005179,0.001113,0.204866,784,0.013465
0.014277,0.088066,0,76,0.005931,0.001162,0.221528,784,0.013225
0.013956,0.084459,0,76,0.006202,0.001152,0.217089,784,0.014087
0.014177,0.098045,0,76,0.055945,0.001583,0.22278,784,0.014157
0.014087,0.202231,0,76,0.006462,0.001142,0.224614,784,0.013455
0.014497,0.095721,0,76,0.006492,0.001142,0.229814,784,0.013926
0.014327,0.073058,0,76,0.006983,0.001332,0.244732,784,0.014597
